"1 Ancient Grudge 4 Arcbound Ravager 4 Blinkmoth Nexus 2 Blood Moon 4 Cranial Plating 4 Darksteel Citadel 1 Dispatch 2 Etched Champion 2 Etched Champion 4 Galvanic Blast 2 Ghirapur Aether Grid 1 Glimmervoid 2 Grafdigger's Cage 1 Hope of Ghirapur 4 Inkmoth Nexus 2 Master of Etherium 2 Memnite 1 Mountain 4 Mox Opal 4 Ornithopter 3 Signal Pest 2 Spell Pierce 3 Spire of Industry 4 Springleaf Drum 4 Steel Overseer 2 Thoughtseize 4 Vault Skirge 1 Wear/Tear 1 Welding Jar"
"3 Ancient Grudge 2 Anger of the Gods 2 Anger of the Gods 4 Arbor Elf 3 Beast Within 1 Birds of Paradise 4 Blood Moon 2 Bonfire of the Damned 1 Chameleon Colossus 2 Chandra, Torch of Defiance 1 Crumble to Dust 6 Forest 3 Inferno Titan 3 Kitchen Finks 4 Mountain 4 Mwonvuli Acid-Moss 1 Obstinate Baloth 1 Primal Command 2 Relic of Progenitus 1 Sheltered Thicket 4 Stomping Ground 4 Stone Rain 2 Stormbreath Dragon 1 Thragtusk 2 Thrun, the Last Troll 2 Trinisphere 4 Utopia Sprawl 2 Windswept Heath 4 Wooded Foothills"
"1 Abrupt Decay 1 Blood Crypt 4 Bloodstained Mire 3 Ceremonious Rejection 1 Collective Brutality 4 Death's Shadow 1 Disdainful Stroke 1 Dismember 4 Fatal Push 1 Flaying Tendrils 2 Inquisition of Kozilek 1 Island 2 Kolaghan's Command 1 Liliana of the Veil 1 Liliana of the Veil 1 Liliana, the Last Hope 4 Mishra's Bauble 1 Nihil Spellbomb 1 Overgrown Tomb 4 Polluted Delta 2 Seal of Primordium 3 Snapcaster Mage 4 Street Wraith 2 Stubborn Denial 1 Stubborn Denial 2 Surgical Extraction 1 Swamp 3 Tarmogoyf 1 Temur Battle Rage 4 Thought Scour 4 Thoughtseize 3 Traverse the Ulvenwald 4 Verdant Catacombs 2 Watery Grave"
"2 All Is Dust 4 Chalice of the Void 4 Eldrazi Temple 3 Endbringer 4 Expedition Map 4 Ghost Quarter 2 Grafdigger's Cage 2 Hangarback Walker 2 Karn Liberated 4 Matter Reshaper 2 Mind Stone 4 Ratchet Bomb 4 Reality Smasher 4 Relic of Progenitus 1 Sanctum of Ugin 1 Sea Gate Wreckage 4 Thought-Knot Seer 1 Ugin, the Spirit Dragon 1 Ulamog, the Ceaseless Hunger 4 Urza's Mine 4 Urza's Power Plant 4 Urza's Tower 4 Walking Ballista 2 Warping Wail 2 Warping Wail 2 Wastes"
"4 Birds of Paradise 1 Bojuka Bog 1 Breeding Pool 2 Ceremonious Rejection 4 Collected Company 3 Disdainful Stroke 2 Flooded Strand 3 Forest 1 Gavony Township 1 Ghost Quarter 2 Gideon, Ally of Zendikar 1 Hallowed Fountain 1 Island 2 Kitchen Finks 4 Knight of the Reliquary 2 Kor Firewalker 4 Misty Rainforest 4 Noble Hierarch 4 Path to Exile 2 Plains 2 Qasali Pridemage 3 Reflector Mage 2 Retreat to Coralhelm 2 Scavenging Ooze 1 Sejiri Steppe 2 Selfless Spirit 4 Spell Queller 2 Temple Garden 2 Tireless Tracker 3 Voice of Resurgence 4 Windswept Heath"
"4 Bloodghast 2 Bontu's Last Reckoning 2 Collective Brutality 1 Collective Brutality 3 Concealed Courtyard 1 Damnation 1 Elspeth, Knight-Errant 4 Fatal Push 3 Fetid Heath 4 Flagstones of Trokair 4 Fulminator Mage 1 Ghost Quarter 3 Gideon, Ally of Zendikar 3 Godless Shrine 3 Inquisition of Kozilek 3 Leyline of the Void 4 Liliana of the Veil 4 Lingering Souls 4 Shambling Vent 4 Smallpox 2 Smuggler's Copter 2 Stony Silence 3 Surgical Extraction 3 Swamp 4 Thoughtseize 3 Urborg, Tomb of Yawgmoth"
"1 Abrupt Decay 1 Abrupt Decay 1 Academy Ruins 1 Ancient Grudge 4 Ancient Stirrings 3 Botanical Sanctum 4 Codex Shredder 1 Collective Brutality 3 Darkslick Shores 3 Ensnaring Bridge 1 Ghoulcaller's Bell 4 Glimmervoid 1 Grafdigger's Cage 1 Grafdigger's Cage 4 Inquisition of Kozilek 1 Inventors' Fair 1 Island 4 Lantern of Insight 2 Leyline of Sanctity 1 Maelstrom Pulse 4 Mishra's Bauble 4 Mox Opal 1 Nature's Claim 2 Pithing Needle 1 Pithing Needle 1 Pyrite Spellbomb 1 Pyroclasm 1 Pyxis of Pandemonium 1 River of Tears 1 Search for Azcanta 4 Spire of Industry 2 Tezzeret, Agent of Bolas 3 Thoughtseize 2 Welding Jar 4 Whir of Invention 1 Witchbane Orb"
"2 Augur of Bolas 3 Breeding Pool 4 Cavern of Souls 2 Chord of Calling 4 Collected Company 4 Cursecatcher 2 Deeproot Elite 2 Dismember 3 Forest 3 Island 2 Jadelight Ranger 1 Kopala, Warden of Waves 2 Kumena, Tyrant of Orazca 2 Lullmage Mentor 2 Master of Waves 4 Merrow Reejerey 4 Misty Rainforest 3 Mutavault 2 Natural State 2 Remand 4 Silvergill Adept 4 Stonybrook Banneret 2 Stubborn Denial 2 Surgical Extraction 1 Swift Warden 1 Thada Adel, Acquisitor 2 Tidebinder Mage 1 Unclaimed Territory 2 Vineshaper Mystic 2 Vorel of the Hull Clade 1 Watertrap Weaver"
"4 Ancestral Vision 2 Architects of Will 4 As Foretold 1 Bojuka Bog 1 Chalice of the Void 3 Cryptic Command 4 Curator of Mysteries 2 Dismember 2 Dispel 3 Field of Ruin 1 Ghost Quarter 3 Hurkyl's Recall 9 Island 4 Leyline of the Void 4 Living End 2 Nimble Obstructionist 4 Remand 3 River of Tears 2 Search for Azcanta 2 Spell Pierce 2 Spell Snare 4 Street Wraith 4 Striped Riverwinder 4 Tolaria West 1 Tormod's Crypt"
"4 Aether Vial 1 Anafenza, the Foremost 4 Ancient Ziggurat 4 Cavern of Souls 4 Champion of the Parish 2 Ethersworn Canonist 2 Fiend Hunter 1 Hallowed Fountain 2 Horizon Canopy 2 Izzet Staticaster 4 Kitesail Freebooter 4 Mantis Rider 3 Mayor of Avabruck 4 Meddling Mage 1 Mirran Crusader 4 Noble Hierarch 1 Plains 3 Reflector Mage 1 Reflector Mage 1 Temple Garden 4 Thalia's Lieutenant 4 Thalia, Guardian of Thraben 2 Thalia, Heretic Cathar 2 Tireless Tracker 4 Unclaimed Territory 2 Vithian Renegades 3 Windswept Heath 2 Xathrid Necromancer"
